Incident_ID,Date,Type,Gravite,Statut,Actif_ID,Temps_Resolution_Heures
INC-0389,2025-04-19,Matériel,Moyenne,Fermé,ACT-025,30
INC-0390,2024-12-20,Applicatif,Basse,En cours,ACT-060,0
INC-0391,2024-04-25,Réseau,Haute,Fermé,ACT-027,3
INC-0392,2024-03-09,Réseau,Moyenne,En cours,ACT-029,0
INC-0393,2025-12-21,Réseau,Basse,Résolu,ACT-003,52
INC-0394,2025-07-06,Applicatif,Haute,Résolu,ACT-050,8
INC-0395,2024-10-23,Applicatif,Haute,En cours,ACT-047,0
INC-0396,2025-08-14,Matériel,Haute,Résolu,ACT-053,42
INC-0397,2024-05-26,Matériel,Basse,En cours,ACT-020,0
INC-0398,2025-07-24,Matériel,Haute,En cours,ACT-059,0
INC-0399,2025-11-26,BDD,Moyenne,En cours,ACT-004,0
INC-0400,2025-10-20,BDD,Haute,Fermé,ACT-021,54
INC-0401,2024-11-03,BDD,Basse,Résolu,ACT-035,61
INC-0402,2024-08-18,Sécurité,Haute,En cours,ACT-010,0
INC-0403,2024-02-29,Matériel,Moyenne,Fermé,ACT-027,72
INC-0404,2025-02-01,Applicatif,Basse,Résolu,ACT-022,11
INC-0405,2025-01-14,Réseau,Moyenne,Fermé,ACT-054,25
INC-0406,2025-01-21,Matériel,Moyenne,Ouvert,ACT-056,0
INC-0407,2025-08-24,Matériel,Basse,Ouvert,ACT-014,0
INC-0408,2024-12-06,Sécurité,Critique,Fermé,ACT-001,28
INC-0409,2024-04-30,BDD,Critique,Fermé,ACT-045,27
INC-0410,2024-09-02,Matériel,Moyenne,Résolu,ACT-019,49
INC-0411,2025-10-26,Sécurité,Moyenne,Résolu,ACT-024,66
INC-0412,2025-04-22,Réseau,Haute,Fermé,ACT-047,61
INC-0413,2024-11-23,Applicatif,Moyenne,Fermé,ACT-027,6
INC-0414,2024-08-14,Applicatif,Basse,Résolu,ACT-036,54
INC-0415,2024-07-19,Sécurité,Basse,En cours,ACT-037,0
INC-0416,2025-05-26,Matériel,Moyenne,Fermé,ACT-044,44
INC-0417,2025-05-15,BDD,Moyenne,En cours,ACT-047,0
INC-0418,2024-06-22,Applicatif,Haute,Fermé,ACT-032,24
INC-0419,2025-07-09,Réseau,Moyenne,Fermé,ACT-054,10
INC-0420,2025-11-15,Réseau,Haute,Fermé,ACT-027,18
INC-0421,2024-08-24,Réseau,Haute,Fermé,ACT-001,28
INC-0422,2025-01-17,Réseau,Moyenne,Résolu,ACT-043,62
INC-0423,2024-01-17,Réseau,Moyenne,Résolu,ACT-027,2
INC-0424,2024-10-08,Matériel,Critique,Ouvert,ACT-002,0
INC-0425,2025-12-15,BDD,Haute,Résolu,ACT-059,23
INC-0426,2024-04-08,Matériel,Basse,En cours,ACT-013,0
INC-0427,2024-09-15,Sécurité,Basse,Résolu,ACT-026,11
INC-0428,2025-02-19,BDD,Moyenne,Résolu,ACT-045,29
INC-0429,2024-03-23,Réseau,Basse,En cours,ACT-025,0
INC-0430,2025-05-02,Réseau,Moyenne,Résolu,ACT-045,22
INC-0431,2025-03-20,Sécurité,Moyenne,Ouvert,ACT-055,0
INC-0432,2025-06-24,Réseau,Basse,Fermé,ACT-058,61
INC-0433,2024-03-17,Sécurité,Haute,En cours,ACT-037,0
INC-0434,2024-07-02,Sécurité,Basse,Résolu,ACT-014,19
INC-0435,2025-12-30,BDD,Critique,Fermé,ACT-020,21
INC-0436,2025-08-03,BDD,Moyenne,Résolu,ACT-035,43
INC-0437,2024-05-23,Réseau,Moyenne,Résolu,ACT-023,7
INC-0438,2024-08-25,Réseau,Moyenne,Ouvert,ACT-050,0
INC-0439,2025-09-01,BDD,Critique,Résolu,ACT-021,4
INC-0440,2025-04-06,BDD,Basse,Résolu,ACT-036,49
INC-0441,2025-11-27,Matériel,Moyenne,Résolu,ACT-006,38
INC-0442,2025-12-31,Réseau,Basse,Fermé,ACT-010,49
INC-0443,2025-10-11,Applicatif,Haute,Fermé,ACT-021,47
INC-0444,2024-01-06,Sécurité,Moyenne,En cours,ACT-049,0
INC-0445,2024-05-15,Réseau,Basse,En cours,ACT-029,0
INC-0446,2025-06-08,BDD,Basse,Résolu,ACT-006,46
INC-0447,2025-09-03,Matériel,Haute,Résolu,ACT-056,50
INC-0448,2025-02-27,BDD,Haute,Ouvert,ACT-047,0
INC-0449,2024-09-05,Matériel,Moyenne,Fermé,ACT-044,49
INC-0450,2024-10-02,Sécurité,Basse,En cours,ACT-010,0
INC-0451,2025-03-21,Sécurité,Moyenne,Ouvert,ACT-031,0
INC-0452,2025-01-04,Sécurité,Critique,Fermé,ACT-047,64
INC-0453,2024-07-19,BDD,Basse,Résolu,ACT-020,1
INC-0454,2024-12-06,Matériel,Moyenne,Fermé,ACT-056,43
INC-0455,2025-03-16,Matériel,Basse,Résolu,ACT-021,26
INC-0456,2024-06-30,BDD,Critique,Résolu,ACT-019,63
INC-0457,2024-09-05,Sécurité,Moyenne,Fermé,ACT-053,51
INC-0458,2025-07-31,Applicatif,Moyenne,Résolu,ACT-035,24
INC-0459,2025-07-17,Réseau,Critique,Résolu,ACT-030,27
INC-0460,2024-10-25,Réseau,Haute,Résolu,ACT-051,53
INC-0461,2024-05-22,Sécurité,Basse,Résolu,ACT-043,20
INC-0462,2025-01-21,Réseau,Moyenne,Fermé,ACT-039,62
INC-0463,2025-07-01,Matériel,Critique,Résolu,ACT-056,54
INC-0464,2025-01-03,Matériel,Moyenne,Résolu,ACT-059,11
INC-0465,2024-09-11,Sécurité,Basse,En cours,ACT-040,0
INC-0466,2025-10-22,BDD,Critique,Ouvert,ACT-022,0
INC-0467,2025-03-16,Réseau,Basse,Fermé,ACT-017,29
INC-0468,2025-06-15,Matériel,Moyenne,Résolu,ACT-037,29
INC-0469,2025-02-04,BDD,Haute,Résolu,ACT-038,65
INC-0470,2024-01-26,BDD,Basse,En cours,ACT-027,0
INC-0471,2024-03-28,Réseau,Haute,Fermé,ACT-047,19
INC-0472,2024-12-17,BDD,Haute,Résolu,ACT-034,62
INC-0473,2024-04-09,BDD,Haute,Résolu,ACT-029,41
INC-0474,2024-02-15,Réseau,Basse,Ouvert,ACT-022,0
INC-0475,2025-11-24,Applicatif,Critique,Résolu,ACT-048,32
INC-0476,2025-07-19,Applicatif,Moyenne,Résolu,ACT-028,60
INC-0477,2025-02-18,Applicatif,Basse,En cours,ACT-043,0
INC-0478,2024-01-30,Matériel,Haute,Résolu,ACT-029,55
INC-0479,2025-12-22,Applicatif,Basse,Résolu,ACT-049,9
INC-0480,2025-07-03,Applicatif,Moyenne,Résolu,ACT-013,59
INC-0481,2025-11-17,BDD,Moyenne,En cours,ACT-041,0
INC-0482,2025-02-01,Matériel,Moyenne,Résolu,ACT-008,45
INC-0483,2025-04-13,Matériel,Basse,Résolu,ACT-044,39
INC-0484,2025-08-27,Réseau,Moyenne,Fermé,ACT-021,16
INC-0485,2024-04-29,Applicatif,Moyenne,En cours,ACT-010,0
INC-0486,2025-03-04,Matériel,Basse,Résolu,ACT-025,55
INC-0487,2025-10-12,Matériel,Moyenne,En cours,ACT-042,0
INC-0488,2024-06-26,Matériel,Basse,Fermé,ACT-019,18
INC-0489,2025-04-06,Matériel,Basse,En cours,ACT-023,0
INC-0490,2025-05-11,Applicatif,Basse,Fermé,ACT-025,72
INC-0491,2025-05-21,BDD,Moyenne,Résolu,ACT-027,57
INC-0492,2024-03-25,Matériel,Basse,Résolu,ACT-049,29
INC-0493,2024-10-08,Applicatif,Moyenne,En cours,ACT-011,0
INC-0494,2025-08-02,BDD,Moyenne,Fermé,ACT-008,15
INC-0495,2025-07-10,Sécurité,Moyenne,En cours,ACT-049,0
INC-0496,2025-03-27,Matériel,Basse,Ouvert,ACT-028,0
INC-0497,2025-10-31,Applicatif,Basse,En cours,ACT-003,0
INC-0498,2024-12-22,Réseau,Moyenne,Résolu,ACT-008,31
INC-0499,2025-08-25,Sécurité,Haute,En cours,ACT-040,0
INC-0500,2024-06-18,Matériel,Basse,Résolu,ACT-014,27
INC-0501,2025-08-06,Sécurité,Moyenne,Fermé,ACT-039,69
INC-0502,2025-12-21,Sécurité,Basse,En cours,ACT-018,0
INC-0503,2025-06-10,Réseau,Basse,Fermé,ACT-049,53
INC-0504,2024-10-10,Applicatif,Haute,Fermé,ACT-009,32
INC-0505,2024-11-25,Applicatif,Haute,En cours,ACT-044,0
INC-0506,2024-05-25,Matériel,Moyenne,Résolu,ACT-041,54
INC-0507,2024-03-18,Réseau,Moyenne,Résolu,ACT-048,36
INC-0508,2025-01-12,BDD,Critique,Résolu,ACT-021,1
INC-0509,2024-04-05,BDD,Moyenne,Fermé,ACT-045,46
INC-0510,2025-07-01,BDD,Basse,Fermé,ACT-028,28
INC-0511,2024-11-26,Sécurité,Moyenne,Résolu,ACT-037,17
INC-0512,2025-05-11,Sécurité,Haute,Résolu,ACT-049,7
INC-0513,2025-10-03,BDD,Basse,Ouvert,ACT-060,0
INC-0514,2025-03-27,BDD,Basse,Fermé,ACT-028,26
INC-0515,2024-05-15,Sécurité,Basse,Fermé,ACT-060,36
INC-0516,2025-01-04,Sécurité,Basse,Ouvert,ACT-043,0
INC-0517,2024-06-18,Réseau,Moyenne,Fermé,ACT-020,30
INC-0518,2024-04-03,Réseau,Basse,Résolu,ACT-031,10
INC-0519,2024-08-19,Matériel,Moyenne,En cours,ACT-001,0
INC-0520,2024-12-17,Réseau,Critique,Ouvert,ACT-028,0
INC-0521,2025-05-04,Réseau,Basse,Résolu,ACT-006,14
INC-0522,2025-01-11,Sécurité,Basse,En cours,ACT-050,0
INC-0523,2024-05-16,Applicatif,Basse,Fermé,ACT-037,2
INC-0524,2024-06-17,BDD,Moyenne,Résolu,ACT-014,20
INC-0525,2025-09-22,BDD,Haute,Fermé,ACT-006,13
INC-0526,2024-05-06,Matériel,Haute,En cours,ACT-023,0
INC-0527,2024-11-18,Applicatif,Basse,Fermé,ACT-042,11
INC-0528,2025-09-07,Matériel,Haute,En cours,ACT-019,0
INC-0529,2025-12-08,Réseau,Haute,Fermé,ACT-043,39
INC-0530,2025-09-13,Matériel,Basse,En cours,ACT-026,0
INC-0531,2024-02-25,Applicatif,Moyenne,En cours,ACT-008,0
INC-0532,2025-10-15,Matériel,Basse,En cours,ACT-057,0
INC-0533,2025-01-04,Sécurité,Basse,Fermé,ACT-056,54
INC-0534,2025-11-30,Applicatif,Haute,Résolu,ACT-050,10
INC-0535,2024-03-10,Réseau,Basse,Ouvert,ACT-003,0
INC-0536,2025-02-11,Matériel,Basse,Fermé,ACT-046,65
INC-0537,2025-03-09,BDD,Basse,Fermé,ACT-035,69
INC-0538,2024-10-11,Réseau,Moyenne,Résolu,ACT-033,27
INC-0539,2024-06-08,Matériel,Moyenne,Fermé,ACT-038,9
INC-0540,2025-03-23,Applicatif,Basse,Résolu,ACT-006,56
INC-0541,2025-09-18,Matériel,Basse,En cours,ACT-043,0
INC-0542,2024-06-28,Réseau,Basse,Fermé,ACT-009,2
INC-0543,2024-12-21,Matériel,Moyenne,En cours,ACT-053,0
INC-0544,2024-06-19,Sécurité,Basse,Fermé,ACT-050,35
INC-0545,2024-04-30,Réseau,Moyenne,Fermé,ACT-028,35
INC-0546,2024-09-26,Matériel,Moyenne,Résolu,ACT-032,59
INC-0547,2024-02-26,BDD,Haute,Résolu,ACT-011,48
INC-0548,2024-04-15,Matériel,Moyenne,En cours,ACT-008,0
INC-0549,2025-06-05,Réseau,Basse,En cours,ACT-056,0
INC-0550,2024-02-17,BDD,Moyenne,Ouvert,ACT-059,0
INC-0551,2024-02-06,Matériel,Haute,En cours,ACT-046,0
INC-0552,2025-03-05,Applicatif,Moyenne,Fermé,ACT-027,41
INC-0553,2024-03-20,Matériel,Moyenne,En cours,ACT-033,0
INC-0554,2024-02-23,Applicatif,Basse,Résolu,ACT-034,6
INC-0555,2024-03-11,BDD,Haute,Fermé,ACT-050,40
INC-0556,2025-07-20,BDD,Basse,Résolu,ACT-013,38
INC-0557,2024-11-07,Matériel,Basse,Résolu,ACT-024,64
INC-0558,2024-07-19,Matériel,Haute,Fermé,ACT-016,20
INC-0559,2025-02-23,Réseau,Basse,Ouvert,ACT-023,0
INC-0560,2025-12-11,Réseau,Critique,Résolu,ACT-001,49
INC-0561,2024-11-10,Réseau,Basse,Fermé,ACT-016,54
INC-0562,2024-03-02,Applicatif,Haute,Résolu,ACT-006,6
INC-0563,2025-06-16,BDD,Haute,Fermé,ACT-024,59
INC-0564,2024-03-27,Matériel,Basse,Fermé,ACT-009,51
INC-0565,2025-08-04,Réseau,Moyenne,Ouvert,ACT-009,0
INC-0566,2024-09-24,Sécurité,Critique,En cours,ACT-026,0
INC-0567,2024-11-30,Sécurité,Moyenne,Fermé,ACT-015,10
INC-0568,2024-05-19,Matériel,Basse,Fermé,ACT-007,22
INC-0569,2024-11-17,BDD,Basse,Résolu,ACT-023,27
INC-0570,2025-04-19,Sécurité,Haute,Résolu,ACT-006,21
INC-0571,2024-11-07,Matériel,Basse,Fermé,ACT-054,42
INC-0572,2025-12-29,Applicatif,Critique,En cours,ACT-026,0
INC-0573,2025-11-24,Sécurité,Basse,Résolu,ACT-012,4
INC-0574,2025-04-08,Matériel,Haute,Fermé,ACT-016,13
INC-0575,2024-05-23,Réseau,Basse,Résolu,ACT-054,29
INC-0576,2025-02-14,Sécurité,Moyenne,En cours,ACT-042,0
INC-0577,2025-08-23,Sécurité,Critique,Ouvert,ACT-005,0
INC-0578,2024-03-07,Applicatif,Critique,Ouvert,ACT-029,0
INC-0579,2024-04-04,Sécurité,Basse,Fermé,ACT-030,7
INC-0580,2025-08-10,BDD,Haute,En cours,ACT-026,0
INC-0581,2025-01-26,BDD,Basse,Résolu,ACT-014,24
INC-0582,2025-04-01,Applicatif,Basse,En cours,ACT-040,0
INC-0583,2025-10-24,Sécurité,Moyenne,Résolu,ACT-057,71
INC-0584,2024-03-30,Sécurité,Moyenne,Résolu,ACT-027,26
INC-0585,2025-06-22,Applicatif,Moyenne,Résolu,ACT-052,70
INC-0586,2025-01-26,Sécurité,Moyenne,Fermé,ACT-051,63
INC-0587,2025-08-02,Matériel,Moyenne,Résolu,ACT-018,24
INC-0588,2025-09-03,Applicatif,Basse,Ouvert,ACT-052,0
INC-0589,2024-02-29,BDD,Moyenne,Fermé,ACT-050,30
INC-0590,2024-04-12,Applicatif,Moyenne,Fermé,ACT-018,69
INC-0591,2024-02-27,Applicatif,Moyenne,Fermé,ACT-052,50
INC-0592,2024-06-26,Applicatif,Basse,Résolu,ACT-021,46
INC-0593,2024-01-29,Sécurité,Critique,Fermé,ACT-037,19
INC-0594,2024-07-11,BDD,Moyenne,Résolu,ACT-012,63
INC-0595,2024-02-27,Applicatif,Moyenne,Ouvert,ACT-002,0
INC-0596,2024-01-01,Sécurité,Critique,Résolu,ACT-013,17
INC-0597,2024-06-30,Sécurité,Basse,Résolu,ACT-010,19
INC-0598,2025-06-22,Sécurité,Critique,Fermé,ACT-024,51
INC-0599,2024-12-10,Sécurité,Moyenne,Résolu,ACT-011,56
INC-0600,2025-05-13,Sécurité,Basse,Fermé,ACT-036,46
INC-0601,2025-08-26,Applicatif,Moyenne,En cours,ACT-047,0
INC-0602,2024-05-10,Applicatif,Haute,Résolu,ACT-045,51
INC-0603,2025-08-04,Réseau,Basse,Fermé,ACT-021,29
INC-0604,2024-04-16,BDD,Basse,Résolu,ACT-048,10
INC-0605,2024-11-23,Applicatif,Moyenne,En cours,ACT-006,0
INC-0606,2025-11-17,Sécurité,Moyenne,Fermé,ACT-017,27
INC-0607,2024-03-10,Sécurité,Basse,En cours,ACT-007,0
INC-0608,2024-02-19,BDD,Moyenne,Fermé,ACT-027,22
INC-0609,2025-05-19,BDD,Moyenne,Fermé,ACT-025,13
INC-0610,2025-08-14,Applicatif,Basse,Fermé,ACT-005,5
INC-0611,2024-11-22,Sécurité,Critique,En cours,ACT-005,0
INC-0612,2025-01-19,Applicatif,Haute,Résolu,ACT-036,12
INC-0613,2025-09-20,BDD,Haute,Résolu,ACT-028,22
INC-0614,2025-03-20,Applicatif,Basse,Résolu,ACT-022,27
INC-0615,2025-02-23,Matériel,Haute,Fermé,ACT-047,70
INC-0616,2024-10-15,Sécurité,Basse,En cours,ACT-004,0
INC-0617,2025-07-16,BDD,Basse,Résolu,ACT-024,1
INC-0618,2024-10-28,Matériel,Moyenne,Résolu,ACT-007,4
INC-0619,2025-10-15,Sécurité,Critique,En cours,ACT-031,0
INC-0620,2024-11-11,BDD,Moyenne,Fermé,ACT-058,34
INC-0621,2025-07-11,BDD,Basse,Ouvert,ACT-057,0
INC-0622,2024-07-10,BDD,Basse,Résolu,ACT-029,60
INC-0623,2024-10-02,Matériel,Basse,En cours,ACT-049,0
INC-0624,2024-04-09,Réseau,Moyenne,Résolu,ACT-052,70
INC-0625,2025-08-26,Applicatif,Moyenne,Résolu,ACT-054,50
INC-0626,2025-03-04,Matériel,Moyenne,Fermé,ACT-060,61
INC-0627,2024-08-29,BDD,Basse,Résolu,ACT-026,5
INC-0628,2025-06-13,Matériel,Moyenne,Résolu,ACT-040,19
INC-0629,2025-04-04,Applicatif,Critique,En cours,ACT-011,0
INC-0630,2024-07-16,Applicatif,Basse,Fermé,ACT-006,56
INC-0631,2025-10-04,Applicatif,Haute,En cours,ACT-017,0
INC-0632,2024-03-09,Réseau,Moyenne,Résolu,ACT-026,71
INC-0633,2024-10-09,Matériel,Moyenne,Résolu,ACT-056,2
INC-0634,2025-09-30,Matériel,Moyenne,Fermé,ACT-027,15
INC-0635,2024-05-31,Matériel,Moyenne,Résolu,ACT-049,13
INC-0636,2025-07-30,Réseau,Haute,Fermé,ACT-056,69
INC-0637,2025-02-24,Sécurité,Moyenne,Fermé,ACT-032,61
INC-0638,2024-10-09,BDD,Basse,Ouvert,ACT-039,0
INC-0639,2025-02-15,Réseau,Moyenne,Résolu,ACT-057,43
INC-0640,2024-02-20,BDD,Critique,Résolu,ACT-058,48
INC-0641,2024-11-06,Sécurité,Basse,Ouvert,ACT-032,0
INC-0642,2025-12-02,Réseau,Critique,Fermé,ACT-015,18
INC-0643,2025-03-29,Sécurité,Basse,Résolu,ACT-027,12
INC-0644,2024-08-04,BDD,Haute,En cours,ACT-049,0
INC-0645,2025-01-17,Réseau,Moyenne,Résolu,ACT-011,9
INC-0646,2025-06-02,BDD,Basse,Résolu,ACT-055,68
INC-0647,2024-01-30,Applicatif,Basse,Fermé,ACT-054,26
INC-0648,2024-09-12,Réseau,Moyenne,Fermé,ACT-059,47
INC-0649,2024-10-07,Sécurité,Haute,Fermé,ACT-033,51
INC-0650,2024-05-06,Réseau,Basse,Résolu,ACT-032,58
INC-0651,2025-04-30,Matériel,Moyenne,En cours,ACT-023,0
INC-0652,2024-09-21,Réseau,Basse,En cours,ACT-025,0
INC-0653,2025-08-08,Applicatif,Haute,Ouvert,ACT-042,0
INC-0654,2024-07-30,Sécurité,Moyenne,En cours,ACT-033,0
INC-0655,2025-11-29,Réseau,Moyenne,Ouvert,ACT-009,0
INC-0656,2025-09-07,Réseau,Basse,Résolu,ACT-039,40
INC-0657,2025-12-27,Sécurité,Moyenne,Fermé,ACT-025,45
INC-0658,2024-08-11,BDD,Moyenne,Résolu,ACT-034,51
INC-0659,2024-01-08,Matériel,Critique,Résolu,ACT-054,48
INC-0660,2025-08-31,Matériel,Basse,Résolu,ACT-044,14
INC-0661,2024-12-10,Sécurité,Moyenne,Résolu,ACT-056,36
INC-0662,2025-12-29,Sécurité,Basse,En cours,ACT-034,0
INC-0663,2024-02-28,Matériel,Moyenne,Fermé,ACT-021,18
INC-0664,2025-11-02,BDD,Critique,Fermé,ACT-017,54
INC-0665,2024-02-06,Matériel,Haute,Résolu,ACT-037,25
INC-0666,2025-12-31,Applicatif,Moyenne,Résolu,ACT-041,61
INC-0667,2025-11-18,Sécurité,Moyenne,Fermé,ACT-055,22
INC-0668,2025-07-25,Applicatif,Basse,Fermé,ACT-031,17
INC-0669,2025-07-26,Applicatif,Critique,Fermé,ACT-058,43
INC-0670,2024-08-15,Sécurité,Basse,Résolu,ACT-056,40
INC-0671,2024-12-05,Sécurité,Basse,Résolu,ACT-019,60
INC-0672,2025-04-26,Réseau,Haute,Fermé,ACT-038,10
INC-0673,2024-07-18,Matériel,Basse,Résolu,ACT-044,49
INC-0674,2025-02-27,Réseau,Haute,Résolu,ACT-010,18
INC-0675,2024-12-16,BDD,Critique,Fermé,ACT-058,59
INC-0676,2024-07-03,Réseau,Moyenne,En cours,ACT-041,0
INC-0677,2024-11-16,Réseau,Basse,Fermé,ACT-018,27
INC-0678,2024-06-21,Matériel,Haute,Fermé,ACT-032,12
INC-0679,2025-03-20,BDD,Moyenne,En cours,ACT-031,0
INC-0680,2024-02-08,Matériel,Basse,Résolu,ACT-024,2
INC-0681,2025-06-27,Applicatif,Basse,Fermé,ACT-001,32
INC-0682,2024-12-18,Sécurité,Basse,En cours,ACT-025,0
INC-0683,2024-11-09,Applicatif,Basse,Résolu,ACT-003,39
INC-0684,2025-04-11,Matériel,Moyenne,Fermé,ACT-022,56
INC-0685,2024-05-17,Sécurité,Critique,Fermé,ACT-032,46
INC-0686,2024-06-17,BDD,Basse,Fermé,ACT-015,17
INC-0687,2024-01-23,Matériel,Moyenne,En cours,ACT-008,0
INC-0688,2025-10-28,Réseau,Moyenne,Résolu,ACT-041,33
INC-0689,2025-09-30,Réseau,Moyenne,Fermé,ACT-004,14
INC-0690,2024-01-21,Réseau,Moyenne,Résolu,ACT-027,57
INC-0691,2025-07-14,Sécurité,Moyenne,Résolu,ACT-010,27
INC-0692,2025-10-07,Réseau,Moyenne,Résolu,ACT-043,13
INC-0693,2024-10-03,Matériel,Moyenne,Résolu,ACT-009,54
INC-0694,2024-04-17,Matériel,Haute,Fermé,ACT-008,37
INC-0695,2024-04-18,BDD,Basse,En cours,ACT-013,0
INC-0696,2025-06-19,Applicatif,Moyenne,Fermé,ACT-027,38
INC-0697,2025-07-15,BDD,Critique,En cours,ACT-045,0
INC-0698,2024-12-04,Applicatif,Basse,Fermé,ACT-043,12
INC-0699,2025-08-10,BDD,Basse,Fermé,ACT-006,66
INC-0700,2024-04-13,Sécurité,Moyenne,Ouvert,ACT-030,0
INC-0701,2024-10-30,Sécurité,Moyenne,Fermé,ACT-007,23
INC-0702,2024-10-24,Sécurité,Haute,Fermé,ACT-021,55
INC-0703,2024-04-07,Réseau,Basse,Fermé,ACT-009,22
INC-0704,2025-03-24,Matériel,Basse,Résolu,ACT-047,12
INC-0705,2024-12-16,Applicatif,Basse,Résolu,ACT-026,59
INC-0706,2025-01-29,BDD,Haute,En cours,ACT-042,0
INC-0707,2024-06-19,Réseau,Basse,Fermé,ACT-047,8
INC-0708,2024-06-12,Réseau,Moyenne,Fermé,ACT-038,62
INC-0709,2025-11-25,BDD,Basse,Fermé,ACT-025,46
INC-0710,2025-12-01,Applicatif,Moyenne,Résolu,ACT-032,15
INC-0711,2025-03-27,Réseau,Basse,Fermé,ACT-042,41
INC-0712,2025-11-25,Matériel,Haute,Ouvert,ACT-037,0
INC-0713,2024-08-17,Sécurité,Moyenne,Fermé,ACT-045,13
INC-0714,2024-09-11,BDD,Moyenne,Résolu,ACT-044,50
INC-0715,2025-07-25,Matériel,Basse,En cours,ACT-042,0
INC-0716,2025-06-01,BDD,Haute,Fermé,ACT-056,22
INC-0717,2025-05-18,Sécurité,Basse,Ouvert,ACT-018,0
INC-0718,2024-08-16,Matériel,Moyenne,Ouvert,ACT-026,0
INC-0719,2024-03-21,BDD,Moyenne,Fermé,ACT-037,58
INC-0720,2025-05-25,BDD,Moyenne,Ouvert,ACT-032,0
INC-0721,2024-01-19,Réseau,Moyenne,Fermé,ACT-003,72
INC-0722,2024-04-03,Matériel,Critique,Résolu,ACT-041,39
INC-0723,2025-07-29,Applicatif,Moyenne,Fermé,ACT-030,44
INC-0724,2024-02-25,Applicatif,Haute,Résolu,ACT-022,72
INC-0725,2025-09-06,BDD,Haute,Fermé,ACT-024,58
INC-0726,2025-11-05,Applicatif,Basse,En cours,ACT-023,0
INC-0727,2024-10-25,Matériel,Moyenne,Fermé,ACT-045,14
INC-0728,2024-06-17,BDD,Basse,Ouvert,ACT-046,0
INC-0729,2025-02-23,Réseau,Basse,Fermé,ACT-013,25
INC-0730,2025-02-06,Applicatif,Moyenne,En cours,ACT-051,0
INC-0731,2024-12-12,Réseau,Haute,En cours,ACT-003,0
INC-0732,2025-11-19,Matériel,Basse,Fermé,ACT-058,58
INC-0733,2025-08-26,Matériel,Basse,Résolu,ACT-032,1
INC-0734,2024-02-19,Matériel,Critique,Résolu,ACT-054,62
INC-0735,2024-06-30,Matériel,Basse,Fermé,ACT-053,17
INC-0736,2025-11-04,Matériel,Moyenne,En cours,ACT-021,0
INC-0737,2025-01-28,BDD,Critique,Résolu,ACT-059,32
INC-0738,2024-12-17,Sécurité,Moyenne,En cours,ACT-009,0
INC-0739,2025-09-08,Matériel,Basse,En cours,ACT-045,0
INC-0740,2024-11-17,Matériel,Moyenne,Résolu,ACT-013,27
INC-0741,2024-10-24,Sécurité,Critique,Résolu,ACT-009,23
INC-0742,2025-12-11,Sécurité,Haute,Résolu,ACT-049,46
INC-0743,2025-08-19,Matériel,Critique,Résolu,ACT-046,54
INC-0744,2025-06-30,Sécurité,Haute,Résolu,ACT-028,2
INC-0745,2024-01-26,BDD,Basse,Résolu,ACT-043,8
INC-0746,2024-06-13,Sécurité,Moyenne,En cours,ACT-010,0
INC-0747,2025-12-08,Sécurité,Basse,Fermé,ACT-035,5
INC-0748,2025-04-08,Réseau,Moyenne,Résolu,ACT-044,72
INC-0749,2025-10-24,Matériel,Moyenne,Fermé,ACT-033,37
INC-0750,2024-02-18,BDD,Moyenne,Résolu,ACT-051,41
INC-0751,2024-02-25,Réseau,Haute,Fermé,ACT-013,57
INC-0752,2025-10-10,Sécurité,Haute,Fermé,ACT-035,26
INC-0753,2024-07-17,Sécurité,Moyenne,Fermé,ACT-044,10
INC-0754,2024-06-26,Matériel,Basse,En cours,ACT-003,0
INC-0755,2025-07-23,Sécurité,Basse,Résolu,ACT-038,33
INC-0756,2025-04-22,Applicatif,Basse,Ouvert,ACT-060,0
INC-0757,2024-02-22,Matériel,Haute,Résolu,ACT-020,63
INC-0758,2025-07-17,Sécurité,Basse,Fermé,ACT-046,41
INC-0759,2024-07-07,Matériel,Basse,Résolu,ACT-033,21
INC-0760,2025-07-03,BDD,Basse,Résolu,ACT-015,28
INC-0761,2024-12-05,Sécurité,Basse,Résolu,ACT-049,68
INC-0762,2025-07-28,Réseau,Basse,Résolu,ACT-023,58
INC-0763,2025-10-19,Matériel,Critique,En cours,ACT-016,0
INC-0764,2025-11-29,Sécurité,Moyenne,Fermé,ACT-051,15
INC-0765,2025-07-07,Sécurité,Basse,Résolu,ACT-034,48
INC-0766,2025-06-04,BDD,Moyenne,Résolu,ACT-019,25
INC-0767,2024-03-25,Réseau,Basse,Résolu,ACT-050,69
INC-0768,2025-10-03,Réseau,Basse,Résolu,ACT-041,28
INC-0769,2025-03-10,Réseau,Basse,Fermé,ACT-054,56
INC-0770,2024-03-14,Applicatif,Basse,Résolu,ACT-046,43
INC-0771,2024-03-16,Réseau,Basse,Ouvert,ACT-017,0
INC-0772,2025-08-11,Applicatif,Critique,Résolu,ACT-027,50
INC-0773,2025-02-18,BDD,Moyenne,Résolu,ACT-025,16
INC-0774,2025-10-18,Matériel,Basse,Résolu,ACT-048,6
INC-0775,2024-03-15,Sécurité,Critique,Fermé,ACT-007,38
INC-0776,2024-11-04,Matériel,Basse,Fermé,ACT-049,57
INC-0777,2025-11-07,Réseau,Moyenne,Résolu,ACT-035,29
INC-0778,2025-02-04,Matériel,Basse,En cours,ACT-041,0
